Timestamp,DShot_cmd,Thrust,Voltage,Omega
1691984115.5221975,50,2.290734023093137,15.14,0.0
1691984118.52325,100,5.179928154056597,15.13,3.3642857142857143
1691984121.5242343,150,3.965208343551012,15.13,3.3642857142857143
1691984124.525226,200,13.900745279677947,15.13,3.3642857142857143
1691984127.52619,250,16.364061548790914,15.13,3.3642857142857143
1691984130.5271893,300,21.13098988882257,15.13,3.3642857142857143
1691984133.5281596,350,33.355620332396256,15.13,3.3642857142857143
1691984136.5291476,400,46.8724029249936,15.13,3.3642857142857143
1691984139.5301583,450,55.76260329112392,15.13,3.3642857142857143
1691984142.5312228,500,72.36216086098034,15.13,3.3642857142857143
1691984145.532237,550,88.87944657116122,15.13,3.3642857142857143
1691984148.5332065,600,106.45174789365365,15.13,3.3642857142857143
1691984151.53419,650,127.42623258979324,15.13,3.3642857142857143
1691984154.5352187,700,150.118747296807,15.13,3.3642857142857143
1691984157.5361931,750,167.11998512272726,15.13,3.3642857142857143
1691984160.537188,800,192.68717539723207,15.13,3.3642857142857143
1691984163.5381615,850,215.22482542720945,15.13,3.3642857142857143
1691984166.5391686,900,237.49630179353017,15.13,3.3642857142857143
1691984169.5401633,950,262.594058515768,15.13,3.3642857142857143
1691984172.54117,1000,287.9241122535607,15.13,3.3642857142857143
1691984175.5421908,1050,314.0817241092677,15.13,3.3642857142857143
1691984178.543233,1100,342.07351448362624,15.13,3.3642857142857143
1691984181.54424,1150,365.0080052485098,15.13,3.3642857142857143
1691984184.5452268,1200,397.369883227994,15.13,3.3642857142857143
1691984187.5462043,1250,429.8575887575703,15.13,3.3642857142857143
1691984190.547215,1300,453.0050184533791,15.13,3.3642857142857143
1691984193.5481756,1350,488.4593504524371,15.13,3.3642857142857143
1691984196.5491004,1400,520.0033493563219,15.13,3.3642857142857143
1691984199.5500302,1450,543.5572988293516,15.13,3.3642857142857143
1691984202.5509794,1500,579.2536068862794,15.13,3.3642857142857143
1691984205.5519853,1550,613.2754406227491,15.13,3.3642857142857143
1691984208.552937,1600,648.4103642254192,15.13,3.3642857142857143
