Timestamp,DShot_cmd,Thrust,Voltage,Omega
1692879417.2376354,50,0.7965523721939007,0,0
1692879420.2386866,100,9.009219776289001,15.13,10.092857142857143
1692879423.2397587,150,3.105003964270054,15.15,23.176190476190474
1692879426.2408233,200,9.009219776289001,15.14,45.978571428571435
1692879429.2418423,250,13.209924140905741,15.15,65.41666666666667
1692879432.242869,300,20.58051486361478,15.14,83.35952380952381
1692879435.2438815,350,29.58202421636497,15.11,102.79761904761905
1692879438.244918,400,42.60517565090845,15.13,120.74047619047619
1692879441.2459023,450,56.87692354405908,15.08,135.3190476190476
1692879444.2469032,500,67.02539941111127,15.08,144.2904761904762
1692879447.2478962,550,85.38170316110131,15.06,168.58809523809524
1692879450.248906,600,99.95350136601041,15.06,174.94285714285712
1692879453.2498949,650,113.84776660888451,15.04,210.4547619047619
1692879456.250888,700,134.9432393339589,15.05,198.49285714285716
1692879459.251871,750,158.32296604532235,15.03,236.24761904761905
1692879462.2529268,800,177.9665824231788,15.01,257.5547619047619
1692879465.2539217,850,204.06128050383973,15,264.65714285714284
1692879468.2549403,900,222.2820776614226,14.99,279.2357142857143
1692879471.2559304,950,250.94172195550163,14.9,296.4309523809524
1692879474.256967,1000,274.17142351098596,14.9,313.62619047619046
1692879477.2579281,1050,290.9452038425086,14.91,327.8309523809524
1692879480.2589133,1100,320.3259367890389,14.91,333.0642857142857
1692879483.2599,1150,345.27850787655507,14.85,348.7642857142857
1692879486.2609775,1200,381.2990638510282,14.87,377.9214285714285
1692879489.2619884,1250,401.93962158730756,14.79,382.40714285714284
1692879492.262999,1300,436.8228900897932,14.76,411.93809523809523
1692879495.264057,1350,462.8498348742505,14.75,421.2833333333333
1692879498.2650812,1400,497.57339917854233,14.73,415.302380952381
1692879501.2660763,1450,531.1112807992729,14.68,419.78809523809525
1692879504.2670548,1500,556.6784710737779,14.58,434.3666666666667
1692879507.2680779,1550,582.0859571500889,14.59,444.0857142857143
1692879510.269088,1600,613.9542039715191,14.47,479.9714285714286
