Timestamp,DShot_cmd,Thrust,Voltage,Omega
1691982364.822904,50,-0.1959595939831615,0.0,0.0
1691982367.8238862,100,-0.1282062977797977,15.14,13.457142857142856
1691982370.8248887,150,4.367708857437947,15.15,23.55
1691982373.825892,200,9.87508393455073,15.12,45.97857142857144
1691982376.8268683,250,15.09692726337721,15.13,66.53809523809524
1691982379.8278022,300,23.687077317749072,15.12,84.10714285714286
1691982382.8287797,350,25.03246419950437,15.11,102.79761904761904
1691982385.829748,400,35.75200356312894,15.1,119.2452380952381
1691982388.830685,450,49.49624365012369,15.1,139.4309523809524
1691982391.8316784,500,55.4149780256148,15.08,154.75714285714284
1691982394.8326373,550,73.41799673111541,15.07,180.92380952380952
1691982397.833578,600,90.31760461273028,15.03,192.8857142857143
1691982400.8345451,650,94.4311975965138,15.05,198.1190476190476
1691982403.8356109,700,115.7008930832542,15.06,220.92142857142855
1691982406.8366084,750,133.287712969219,15.0,237.7428571428572
1691982409.8375738,800,153.986344959387,15.02,245.96666666666667
1691982412.838502,850,172.62334093650588,15.0,265.7785714285714
1691982415.8394814,900,191.2990530828838,14.91,284.4690476190476
1691982418.8404777,950,212.00736411536676,14.95,287.45952380952383
1691982421.8414624,1000,232.29947632831363,14.94,300.54285714285714
1691982424.842446,1050,254.98231199301267,14.96,320.35476190476186
1691982427.843423,1100,282.80955864802013,14.83,346.5214285714286
1691982430.844355,1150,302.6080397029132,14.91,345.7738095238095
1691982433.8453164,1200,329.8400252555612,14.88,388.0142857142857
1691982436.846314,1250,350.5241386822572,14.85,398.85476190476186
1691982439.847334,1300,376.0187361394012,14.84,394.74285714285713
1691982442.8483188,1350,406.78357213694585,14.81,404.08809523809526
1691982445.8492813,1400,436.7353685800485,14.75,424.6476190476191
1691982448.8502257,1450,462.7865109702928,14.7,442.2166666666667
1691982451.851196,1500,495.5452296846832,14.66,449.3190476190476
1691982454.852166,1550,517.5795695142915,14.62,453.0571428571429
1691982457.853116,1600,550.0914726496549,14.59,475.8595238095239
