Timestamp,DShot_cmd,Thrust,Voltage,Omega
1691985059.2907124,50,0.0448681029338331,0.0,0.0
1691985062.291782,100,-1.295679257663778,15.13,27.28809523809524
1691985065.2927878,150,4.981179683474238,15.14,23.923809523809524
1691985068.293821,200,5.871651576434488,15.13,46.72619047619048
1691985071.294832,250,13.1890075664121,15.11,65.41666666666667
1691985074.2958088,300,26.91388956877745,15.1,85.22857142857143
1691985077.296814,350,29.246538766640697,15.09,104.29285714285712
1691985080.2978115,400,34.61356773018906,15.1,120.7404761904762
1691985083.2988114,450,58.11428247048752,15.09,138.68333333333334
1691985086.2998354,500,64.4056599750977,15.08,162.23333333333335
1691985089.300833,550,76.66416706677319,15.05,169.7095238095238
1691985092.301834,600,95.12694028222586,15.06,193.63333333333333
1691985095.3028336,650,108.73083425565642,15.02,217.9309523809524
1691985098.3038108,700,125.7078744757896,15.04,219.42619047619047
1691985101.304803,750,145.43860223447928,14.98,237.3690476190476
1691985104.3057952,800,164.8789587237252,15.01,253.81666666666663
1691985107.3067713,850,185.0162062596357,14.97,271.0119047619048
1691985110.3077538,900,212.66439063181951,14.93,272.1333333333333
1691985113.3087358,950,230.0334320657016,14.96,300.54285714285714
1691985116.3097548,1000,256.5540080082128,14.9,306.15000000000003
1691985119.3107553,1050,283.18105341618684,14.91,318.85952380952386
1691985122.3118374,1100,307.06892984907654,14.86,337.17619047619047
1691985125.3128378,1150,325.096146160364,14.85,370.07142857142856
1691985128.313877,1200,353.4992958331011,14.8,362.5952380952381
1691985131.31491,1250,382.24121198685566,14.83,389.13571428571424
1691985134.3159566,1300,413.79972945421264,14.83,403.3404761904762
1691985137.3169472,1350,435.9550573127558,14.74,405.95714285714286
1691985140.3179896,1400,469.1928886217281,14.75,423.15238095238095
1691985143.3190126,1450,495.1375615465097,14.77,444.0857142857143
1691985146.3199804,1500,524.8377028894279,14.65,441.4690476190476
1691985149.3209672,1550,555.8396754236849,14.62,456.4214285714285
1691985152.3219423,1600,585.5978910204917,14.52,469.8785714285714
