Timestamp,DShot_cmd,Thrust,Voltage,Omega
1691999198.343661,50,1.999296418479389,0,0
1691999201.3446467,100,0.8571694253348596,15.13,8.223809523809525
1691999204.345617,150,7.017879858695551,15.15,23.55
1691999207.3466096,200,9.3602080988735,15.14,45.978571428571435
1691999210.3476236,250,16.817910202415533,15.15,64.66904761904762
1691999213.3485968,300,18.652088721067457,15.15,83.35952380952381
1691999216.3495708,350,27.847178920113265,15.11,100.18095238095238
1691999219.3505602,400,41.809197459190955,15.1,120.74047619047619
1691999222.351601,450,52.0496242282336,15.08,135.69285714285715
1691999225.3525953,500,65.03889901467528,15.07,151.01904761904763
1691999228.3535495,550,81.4981104709675,15.08,167.09285714285716
1691999231.3545737,600,101.38854242785101,15.06,189.89523809523808
1691999234.3556101,650,106.89591750496356,15.02,195.12857142857143
1691999237.356565,700,133.32938206664198,15.06,220.92142857142858
1691999240.3575244,750,153.52954337759866,15.05,238.11666666666665
1691999243.358516,800,167.02212836440913,15,251.94761904761907
1691999246.3595328,850,193.72660611090146,14.98,263.1619047619048
1691999249.3605354,900,218.42268257707565,14.95,279.98333333333335
1691999252.36154,950,239.24230259617866,14.95,305.40238095238095
1691999255.3625598,1000,265.48218631156124,14.9,319.60714285714283
1691999258.36359,1050,291.94468800018376,14.87,324.8404761904762
1691999261.3645828,1100,318.2862016598715,14.92,341.66190476190474
1691999264.3655717,1150,342.885487702898,14.89,358.10952380952386
1691999267.3665752,1200,367.61060129601674,14.85,370.4452380952381
1691999270.3675947,1250,388.1640476514631,14.86,386.5190476190476
1691999273.3685942,1300,421.38736039696323,14.81,407.4523809523809
1691999276.3696542,1350,440.7744821534777,14.74,432.87142857142857
1691999279.3706384,1400,473.6880655449047,14.75,426.14285714285717
1691999282.3716576,1450,509.27306461521243,14.66,436.2357142857143
1691999285.3726463,1500,536.8438166488779,14.58,449.3190476190476
1691999288.3736415,1550,563.2482440836118,14.52,458.29047619047617
1691999291.3746407,1600,595.6633567958274,14.46,485.20476190476194
