Timestamp,Voltage,Current
1691982971.2546725,15.084,0.091
1691982971.656851,15.083,0.092
1691982972.0592048,15.083,0.113
1691982972.461909,15.083,0.092
1691982972.864054,15.083,0.096
1691982973.2660513,15.083,0.133
1691982973.6681178,15.084,0.123
1691982974.069932,15.083,0.123
1691982974.4724123,15.084,0.123
1691982974.874636,15.084,0.123
1691982975.2767718,15.084,0.123
1691982975.6792622,15.085,0.122
1691982976.081636,15.085,0.122
1691982976.4840262,15.085,0.152
1691982976.8863273,15.085,0.151
1691982977.2885435,15.086,0.151
1691982977.6906404,15.086,0.151
1691982978.0929172,15.085,0.151
1691982978.4954457,15.084,0.151
1691982978.8979244,15.083,0.151
1691982979.300209,15.083,0.19
1691982979.7026842,15.084,0.185
1691982980.1049657,15.085,0.185
1691982980.5070853,15.085,0.185
1691982980.9094439,15.084,0.185
1691982981.3117983,15.085,0.185
1691982981.7143688,15.085,0.185
1691982982.1168914,15.085,0.241
1691982982.5189512,15.086,0.232
1691982982.9210458,15.086,0.232
1691982983.3232658,15.086,0.232
1691982983.7255623,15.086,0.232
1691982984.1280951,15.085,0.232
1691982984.5300107,15.085,0.231
1691982984.9326296,15.084,0.231
1691982985.3347034,15.084,0.309
1691982985.7370758,15.084,0.293
1691982986.1393826,15.083,0.292
1691982986.541761,15.082,0.292
1691982986.944175,15.081,0.291
1691982987.346852,15.081,0.291
1691982987.7494662,15.081,0.291
1691982988.1518466,15.082,0.324
1691982988.5538626,15.084,0.369
1691982988.9564118,15.084,0.369
1691982989.358502,15.084,0.369
1691982989.7608495,15.084,0.369
1691982990.1630225,15.083,0.369
1691982990.5651305,15.083,0.369
1691982990.9677045,15.083,0.369
1691982991.3701458,15.083,0.462
1691982991.7723715,15.081,0.459
1691982992.1745222,15.082,0.461
1691982992.576674,15.082,0.46
1691982992.9790618,15.081,0.461
1691982993.381144,15.081,0.46
1691982993.7837014,15.081,0.461
1691982994.1862872,15.081,0.592
1691982994.5885694,15.08,0.582
1691982994.9906023,15.082,0.579
1691982995.3931053,15.083,0.581
1691982995.795376,15.082,0.579
1691982996.1966224,15.082,0.58
1691982996.5980675,15.082,0.582
1691982997.0004199,15.082,0.581
1691982997.402408,15.082,0.712
1691982997.8045554,15.081,0.712
1691982998.2066917,15.081,0.713
1691982998.6089418,15.082,0.713
1691982999.0112154,15.082,0.715
1691982999.413487,15.083,0.714
1691982999.8158503,15.082,0.713
1691983000.2175956,15.081,0.899
1691983000.6197026,15.082,0.868
1691983001.0217216,15.081,0.869
1691983001.4239101,15.081,0.869
1691983001.8257473,15.08,0.868
1691983002.2280881,15.08,0.869
1691983002.6299572,15.083,0.868
1691983003.0320072,15.083,0.868
1691983003.4341295,15.083,1.053
1691983003.8362186,15.083,1.056
1691983004.2384076,15.083,1.054
1691983004.6408734,15.083,1.055
1691983005.0428188,15.083,1.053
1691983005.4450853,15.084,1.053
1691983005.8468182,15.083,1.054
1691983006.2490642,15.082,1.258
1691983006.6512723,15.081,1.255
1691983007.0536811,15.08,1.258
1691983007.4560032,15.081,1.258
1691983007.857859,15.081,1.255
1691983008.260059,15.083,1.258
1691983008.661864,15.083,1.258
1691983009.0640266,15.084,1.257
1691983009.4658947,15.084,1.482
1691983009.868215,15.084,1.484
1691983010.2703552,15.084,1.48
1691983010.6727464,15.084,1.481
1691983011.074978,15.084,1.482
1691983011.4773266,15.082,1.48
1691983011.8793566,15.081,1.48
1691983012.28155,15.081,1.759
1691983012.683816,15.08,1.743
1691983013.08591,15.081,1.748
1691983013.4881957,15.081,1.745
1691983013.890381,15.079,1.744
1691983014.2927947,15.078,1.748
1691983014.6949615,15.077,1.748
1691983015.0969405,15.078,1.848
1691983015.4991992,15.078,2.022
1691983015.9013853,15.078,2.03
1691983016.303713,15.077,2.033
1691983016.7061317,15.077,2.022
1691983017.1082892,15.077,2.024
1691983017.510638,15.078,2.034
1691983017.912972,15.077,2.031
1691983018.3150127,15.078,2.476
1691983018.7171125,15.078,2.348
1691983019.1192582,15.08,2.354
1691983019.5212295,15.081,2.351
1691983019.9235032,15.08,2.346
1691983020.3258045,15.08,2.344
1691983020.7278354,15.081,2.35
1691983021.1297703,15.082,2.656
1691983021.5317993,15.083,2.694
1691983021.9337716,15.083,2.692
1691983022.33605,15.083,2.694
1691983022.7381494,15.082,2.694
1691983023.140367,15.082,2.694
1691983023.5426967,15.082,2.7
1691983023.9450426,15.082,2.701
1691983024.3473718,15.082,3.086
1691983024.7497833,15.082,3.073
1691983025.1520903,15.082,3.071
1691983025.5538857,15.082,3.076
1691983025.9559448,15.082,3.071
1691983026.3579433,15.083,3.072
1691983026.7601888,15.084,3.074
1691983027.1626163,15.084,3.269
1691983027.5649996,15.083,3.469
1691983027.9669995,15.085,3.471
1691983028.3688447,15.083,3.483
1691983028.7709715,15.083,3.469
1691983029.1729007,15.083,3.467
1691983029.5750587,15.083,3.474
1691983029.9771008,15.083,3.472
1691983030.3791792,15.081,3.904
1691983030.781104,15.081,3.904
1691983031.183185,15.082,3.911
1691983031.5853493,15.082,3.923
1691983031.9877315,15.082,3.914
1691983032.3900464,15.082,3.903
1691983032.7922459,15.083,3.915
1691983033.1944933,15.083,3.902
1691983033.5968075,15.081,4.365
1691983033.998893,15.082,4.36
1691983034.4011123,15.082,4.368
1691983034.8033974,15.085,4.373
1691983035.2054343,15.085,4.375
1691983035.6076632,15.085,4.372
1691983036.0100272,15.085,4.37
1691983036.4123662,15.084,4.863
1691983036.8143902,15.085,4.863
1691983037.2167463,15.085,4.878
1691983037.6189246,15.087,4.885
1691983038.020679,15.087,4.874
1691983038.4224372,15.086,4.897
1691983038.824792,15.085,4.869
1691983039.227004,15.085,5.416
1691983039.6291013,15.085,5.395
1691983040.0313184,15.085,5.406
1691983040.4336867,15.085,5.411
1691983040.8359554,15.085,5.409
1691983041.2382064,15.085,5.404
1691983041.640023,15.086,5.406
1691983042.0420544,15.086,5.409
1691983042.444569,15.086,5.978
1691983042.8470087,15.087,5.966
1691983043.2491467,15.088,5.986
1691983043.6514947,15.088,5.976
1691983044.0538905,15.088,5.987
1691983044.4563613,15.088,5.967
1691983044.8582695,15.088,5.972
1691983045.2600946,15.088,6.702
1691983045.6619005,15.087,6.554
