Timestamp,Voltage,Current
1691984927.079028,15.079,0.088
1691984927.4814265,15.079,0.088
1691984927.8839555,15.08,0.088
1691984928.2861323,15.079,0.088
1691984928.6886973,15.079,0.088
1691984929.090875,15.079,0.088
1691984929.4931173,15.08,0.088
1691984929.895324,15.079,0.088
1691984930.2976456,15.08,0.091
1691984930.7000575,15.08,0.091
1691984931.1024506,15.08,0.091
1691984931.5049517,15.08,0.091
1691984931.9071555,15.081,0.091
1691984932.3093824,15.081,0.091
1691984932.7119236,15.081,0.091
1691984933.1139987,15.082,0.205
1691984933.5163794,15.082,0.121
1691984933.9186401,15.083,0.122
1691984934.3208823,15.084,0.122
1691984934.7234907,15.084,0.122
1691984935.1256926,15.084,0.122
1691984935.527969,15.084,0.122
1691984935.9302168,15.083,0.122
1691984936.3325913,15.082,0.151
1691984936.734855,15.083,0.151
1691984937.1370974,15.083,0.151
1691984937.5394032,15.083,0.151
1691984937.941587,15.083,0.151
1691984938.3437457,15.083,0.151
1691984938.74589,15.082,0.151
1691984939.1482997,15.082,0.189
1691984939.550214,15.082,0.185
1691984939.9520934,15.081,0.184
1691984940.3543072,15.081,0.184
1691984940.756672,15.081,0.184
1691984941.1588032,15.082,0.184
1691984941.5609574,15.083,0.184
1691984941.9629478,15.083,0.197
1691984942.365158,15.084,0.232
1691984942.7674353,15.083,0.232
1691984943.1699183,15.083,0.232
1691984943.5723763,15.083,0.232
1691984943.974945,15.083,0.232
1691984944.3772697,15.085,0.232
1691984944.779506,15.084,0.232
1691984945.1819274,15.083,0.296
1691984945.5845346,15.083,0.293
1691984945.9868348,15.082,0.293
1691984946.3892035,15.083,0.293
1691984946.7917156,15.084,0.293
1691984947.194291,15.084,0.293
1691984947.5962918,15.084,0.293
1691984947.998354,15.084,0.413
1691984948.4007227,15.083,0.371
1691984948.8029163,15.084,0.372
1691984949.2049613,15.082,0.371
1691984949.607173,15.082,0.371
1691984950.0096314,15.082,0.371
1691984950.4119618,15.082,0.371
1691984950.814143,15.079,0.371
1691984951.216012,15.081,0.466
1691984951.6179187,15.081,0.463
1691984952.0202856,15.08,0.463
1691984952.4225733,15.079,0.463
1691984952.8250053,15.081,0.463
1691984953.2275963,15.08,0.462
1691984953.6297874,15.08,0.462
1691984954.0322433,15.08,0.594
1691984954.4344542,15.082,0.583
1691984954.8367856,15.082,0.583
1691984955.2389355,15.082,0.582
1691984955.6411233,15.083,0.582
1691984956.043269,15.083,0.585
1691984956.4454963,15.083,0.581
1691984956.8478475,15.083,0.581
1691984957.249755,15.081,0.714
1691984957.6519196,15.082,0.714
1691984958.054417,15.082,0.711
1691984958.456972,15.081,0.712
1691984958.859446,15.079,0.713
1691984959.2620864,15.079,0.712
1691984959.6646593,15.079,0.712
1691984960.0670712,15.079,0.943
1691984960.4688716,15.08,0.867
1691984960.8706472,15.079,0.87
1691984961.2729847,15.08,0.868
1691984961.6752353,15.081,0.868
1691984962.0772238,15.08,0.867
1691984962.4795883,15.08,0.867
1691984962.8818429,15.079,0.868
1691984963.2842364,15.078,1.048
1691984963.6864007,15.08,1.049
1691984964.088583,15.081,1.052
1691984964.490621,15.081,1.051
1691984964.892903,15.081,1.052
1691984965.294984,15.081,1.052
1691984965.6971345,15.081,1.053
1691984966.0994308,15.08,1.273
1691984966.5018468,15.077,1.253
1691984966.9039097,15.078,1.254
1691984967.3060043,15.078,1.254
1691984967.7084239,15.079,1.256
1691984968.1107895,15.08,1.259
1691984968.5130239,15.081,1.255
1691984968.9156444,15.082,1.255
1691984969.3182526,15.081,1.486
1691984969.720705,15.081,1.483
1691984970.1228604,15.08,1.481
1691984970.52506,15.08,1.488
1691984970.927429,15.08,1.48
