Timestamp,Voltage,Current
1691999465.9220433,15.075,0.087
1691999466.3243675,15.075,0.087
1691999466.7266443,15.075,0.087
1691999467.1288147,15.075,0.087
1691999467.5309243,15.075,0.087
1691999467.933142,15.076,0.087
1691999468.3354404,15.076,0.087
1691999468.737764,15.075,0.087
1691999469.1400707,15.074,0.087
1691999469.5422935,15.075,0.088
1691999469.9446528,15.075,0.09
1691999470.346612,15.075,0.09
1691999470.748612,15.074,0.09
1691999471.1506586,15.074,0.09
1691999471.5530922,15.076,0.112
1691999471.9551797,15.073,0.091
1691999472.35731,15.073,0.105
1691999472.7593853,15.073,0.121
1691999473.1617517,15.073,0.121
1691999473.5641265,15.073,0.121
1691999473.9662135,15.075,0.121
1691999474.3685606,15.077,0.121
1691999474.7705839,15.077,0.121
1691999475.1729577,15.077,0.121
1691999475.5751903,15.077,0.189
1691999475.977295,15.075,0.151
1691999476.3795671,15.075,0.15
1691999476.7822168,15.075,0.15
1691999477.1844718,15.075,0.15
1691999477.5868833,15.074,0.15
1691999477.9892309,15.077,0.15
1691999478.3914337,15.077,0.15
1691999478.793685,15.077,0.187
1691999479.1956758,15.076,0.186
1691999479.597491,15.075,0.186
1691999479.9994571,15.076,0.186
1691999480.4008796,15.077,0.186
1691999480.8028598,15.077,0.186
1691999481.2048771,15.077,0.186
1691999481.606767,15.076,0.239
1691999482.0089362,15.076,0.235
1691999482.4107854,15.076,0.235
1691999482.813122,15.076,0.235
1691999483.215098,15.077,0.235
1691999483.6171913,15.078,0.235
1691999484.0190725,15.077,0.235
1691999484.420859,15.077,0.235
1691999484.822666,15.077,0.302
1691999485.2247126,15.077,0.301
1691999485.6268027,15.077,0.301
1691999486.0287218,15.078,0.301
1691999486.430673,15.078,0.301
1691999486.8325655,15.077,0.301
1691999487.2344258,15.077,0.301
1691999487.6362495,15.077,0.384
1691999488.038082,15.076,0.381
1691999488.4398797,15.075,0.381
1691999488.8416154,15.075,0.38
1691999489.2434483,15.075,0.381
1691999489.6454875,15.075,0.381
1691999490.0470285,15.076,0.381
1691999490.448754,15.076,0.551
1691999490.85067,15.077,0.479
1691999491.2524943,15.076,0.479
1691999491.654312,15.076,0.48
1691999492.0564163,15.077,0.478
1691999492.4584196,15.076,0.482
1691999492.861091,15.077,0.479
1691999493.2631292,15.076,0.478
1691999493.664806,15.077,0.609
1691999494.0668833,15.076,0.609
1691999494.4690497,15.075,0.609
1691999494.8711324,15.077,0.606
1691999495.2732959,15.076,0.611
1691999495.6754994,15.077,0.61
1691999496.0779314,15.077,0.608
1691999496.48021,15.076,0.793
1691999496.8824816,15.075,0.752
1691999497.2850215,15.076,0.751
1691999497.6875787,15.075,0.753
1691999498.0897777,15.075,0.756
1691999498.49221,15.075,0.752
1691999498.8945887,15.075,0.753
1691999499.297109,15.077,0.755
1691999499.6995165,15.077,0.926
1691999500.1018019,15.076,0.921
1691999500.504147,15.077,0.921
1691999500.9063556,15.078,0.92
1691999501.3083973,15.078,0.92
1691999501.7108078,15.077,0.922
1691999502.1129937,15.076,0.922
1691999502.515315,15.076,1.23
1691999502.9172215,15.076,1.117
1691999503.319197,15.076,1.118
1691999503.7214901,15.076,1.116
1691999504.1237185,15.076,1.119
1691999504.5258386,15.074,1.119
1691999504.9277852,15.075,1.119
1691999505.3299692,15.078,1.12
1691999505.7322226,15.077,1.329
1691999506.1341524,15.075,1.336
1691999506.5360656,15.075,1.33
1691999506.9376287,15.074,1.332
1691999507.339936,15.073,1.327
1691999507.7417455,15.073,1.332
1691999508.1436327,15.076,1.332
1691999508.5457256,15.074,1.632
1691999508.947833,15.074,1.567
1691999509.3498683,15.075,1.568
1691999509.7520292,15.075,1.566
1691999510.1540892,15.077,1.568
1691999510.5566046,15.078,1.562
1691999510.9584901,15.079,1.568
1691999511.3606372,15.079,1.572
1691999511.7625287,15.079,1.85
1691999512.1647856,15.078,1.848
1691999512.5670054,15.076,1.849
1691999512.9690871,15.076,1.853
1691999513.3710916,15.077,1.849
1691999513.7729673,15.076,1.849
1691999514.1750655,15.077,1.854
1691999514.577397,15.076,2.152
1691999514.979477,15.075,2.141
1691999515.381477,15.076,2.138
1691999515.7833958,15.076,2.137
1691999516.1854746,15.076,2.14
1691999516.5877242,15.076,2.142
1691999516.9899428,15.075,2.145
1691999517.3920665,15.075,2.139
1691999517.7939973,15.075,2.469
1691999518.195677,15.075,2.468
1691999518.597661,15.076,2.468
1691999518.999814,15.075,2.47
1691999519.4016776,15.075,2.473
1691999519.8038676,15.075,2.478
1691999520.205667,15.075,2.467
1691999520.6078658,15.076,2.821
1691999521.0098195,15.076,2.822
1691999521.4118836,15.076,2.818
1691999521.8136692,15.076,2.829
1691999522.2156143,15.075,2.831
1691999522.6178253,15.075,2.827
1691999523.0198703,15.075,2.819
1691999523.4217894,15.076,2.821
1691999523.8238156,15.074,3.202
1691999524.2256877,15.075,3.202
1691999524.6277156,15.074,3.202
1691999525.0294983,15.074,3.206
1691999525.4316938,15.073,3.2
1691999525.8336349,15.072,3.207
1691999526.2357218,15.072,3.198
1691999526.6378102,15.073,3.617
1691999527.039705,15.072,3.613
1691999527.4416895,15.072,3.614
1691999527.8438396,15.073,3.616
1691999528.2460604,15.074,3.614
1691999528.6485162,15.073,3.61
1691999529.0506203,15.073,3.612
1691999529.452705,15.073,4.22
1691999529.8547053,15.07,4.067
1691999530.2570987,15.07,4.06
1691999530.6592588,15.07,4.064
1691999531.0615008,15.071,4.076
1691999531.4634905,15.071,4.072
1691999531.865114,15.071,4.08
1691999532.2672172,15.071,4.075
1691999532.6691031,15.072,4.532
1691999533.071063,15.072,4.542
1691999533.4731903,15.072,4.528
1691999533.8751042,15.072,4.527
1691999534.2770872,15.072,4.531
1691999534.679285,15.073,4.54
1691999535.0811932,15.073,4.553
1691999535.4834762,15.073,5.066
1691999535.8855906,15.073,5.039
1691999536.287967,15.073,5.039
1691999536.6899865,15.074,5.038
1691999537.0924304,15.074,5.034
1691999537.494679,15.074,5.038
1691999537.8967736,15.076,5.037
1691999538.2983916,15.077,5.049
1691999538.700542,15.076,5.572
1691999539.1021903,15.076,5.587
1691999539.5048077,15.076,5.59
1691999539.9069614,15.076,5.586
1691999540.3091085,15.076,5.581
1691999540.7113721,15.076,5.578
1691999541.1134508,15.075,5.564
1691999541.515507,15.075,5.971
1691999541.917558,15.074,6.142
1691999542.3195517,15.073,6.137
